comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_cold,logscore_cool,logscore_hot,logscore_warm,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_cold,prob_cool,prob_hot,prob_warm,prompt,scale_type,side,source,standard_type,target,type,unit,value
freezer air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7507881037595878,hot,3.0,False,False,-5.301735877990723,-6.404504776000977,-6.538376808166504,-3.602766990661621,-2.935609817504883,1.7120711158904727,temp-v1_2-p035-freezer_air-vs-heated_oven_air,warm,2.0,warm_cold,0.141031497559922,0.046815500454075225,0.04094961146439232,0.7712033905216106,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
freezer air,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.212736863976877,cold,0.0,False,False,-3.6641411781311035,-4.065488338470459,-5.103339672088623,-5.0440497398376465,0.40134716033935547,0.872963122911217,temp-v1_2-p035-freezer_air-vs-heated_oven_air,cold,0.0,warm_cold,0.46336263097201624,0.31018311214478983,0.1098714970000391,0.11658275988315486,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 35 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
freshly served tea,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.204278127141522,cold,0.0,False,False,-4.336840629577637,-5.129220962524414,-6.160123825073242,-5.280024528503418,0.7923803329467773,0.8564494387842788,temp-v1_2-p035-freshly_served_tea-vs-room_air,cold,0.0,warm_cold,0.49909002588375156,0.22597088400241633,0.08060037455419841,0.19433871555963364,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 35 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
freshly served tea,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.229035967300897,warm,2.0,False,False,-6.2195048332214355,-6.064897060394287,-4.894189357757568,-4.945359706878662,-0.05117034912109375,2.062713950984111,temp-v1_2-p035-freshly_served_tea-vs-room_air,hot,3.0,warm_cold,0.1051943291015337,0.12278282763133949,0.3958854368185179,0.37613740644860894,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 35 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
heated oven air,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.212736863976877,cold,0.0,False,False,-3.6641411781311035,-4.065488338470459,-5.103339672088623,-5.0440497398376465,0.40134716033935547,0.872963122911217,temp-v1_2-p035-heated_oven_air-vs-room_air,cold,0.0,warm_cold,0.46336263097201624,0.31018311214478983,0.1098714970000391,0.11658275988315486,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 35 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
heated oven air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.229035967300897,warm,2.0,False,False,-6.2195048332214355,-6.064897060394287,-4.894189357757568,-4.945359706878662,-0.05117034912109375,2.062713950984111,temp-v1_2-p035-heated_oven_air-vs-room_air,hot,3.0,warm_cold,0.1051943291015337,0.12278282763133949,0.3958854368185179,0.37613740644860894,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 35 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
swimming-pool water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0879224693020149,warm,2.0,False,False,-7.111809253692627,-8.196626663208008,-5.942309856414795,-5.6441264152526855,0.2981834411621094,2.099175653045359,temp-v1_2-p035-swimming_pool_water-vs-freshly_served_tea,warm,2.0,warm_cold,0.11239096294339984,0.03798404198849392,0.36194162092065274,0.48768337414745344,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
swimming-pool water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.204278127141522,cold,0.0,False,False,-4.336840629577637,-5.129220962524414,-6.160123825073242,-5.280024528503418,0.7923803329467773,0.8564494387842788,temp-v1_2-p035-swimming_pool_water-vs-freshly_served_tea,cold,0.0,warm_cold,0.49909002588375156,0.22597088400241633,0.08060037455419841,0.19433871555963364,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 35 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
heated oven air,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.212736863976877,cold,0.0,False,False,-3.6641411781311035,-4.065488338470459,-5.103339672088623,-5.0440497398376465,0.40134716033935547,0.872963122911217,temp-v1_2-p035-heated_oven_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.46336263097201624,0.31018311214478983,0.1098714970000391,0.11658275988315486,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 35 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
heated oven air,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0879224693020149,warm,2.0,False,False,-7.111809253692627,-8.196626663208008,-5.942309856414795,-5.6441264152526855,0.2981834411621094,2.099175653045359,temp-v1_2-p035-heated_oven_air-vs-swimming_pool_water,warm,2.0,warm_cold,0.11239096294339984,0.03798404198849392,0.36194162092065274,0.48768337414745344,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
freezer air,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.780299162041727,hot,3.0,False,False,-5.699848175048828,-6.637941360473633,-6.040532112121582,-3.756946325302124,-2.283585786819458,1.8150013157447564,temp-v1_2-p045-freezer_air-vs-swimming_pool_water,warm,2.0,warm_cold,0.11011238406116233,0.04309505822132406,0.07832114208840524,0.7684714156291083,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
freezer air,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1554292415340373,warm,2.0,False,False,-7.142475128173828,-7.9710798263549805,-6.152570724487305,-5.891382217407227,0.2611885070800781,2.0333673472635487,temp-v1_2-p045-freezer_air-vs-swimming_pool_water,warm,2.0,warm_cold,0.13120268878527874,0.05729072091259707,0.35306344574670345,0.45844314455542073,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.780299162041727,hot,3.0,False,False,-5.699848175048828,-6.637941360473633,-6.040532112121582,-3.756946325302124,-2.283585786819458,1.8150013157447564,temp-v1_2-p045-freezer_air-vs-bath_water,warm,2.0,warm_cold,0.11011238406116233,0.04309505822132406,0.07832114208840524,0.7684714156291083,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
freezer air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1650767791748189,warm,2.0,False,False,-6.62782621383667,-7.042892932891846,-6.048801898956299,-5.2568488121032715,0.7919530868530273,1.8813618302607762,temp-v1_2-p045-freezer_air-vs-bath_water,warm,2.0,warm_cold,0.13543176934849,0.08942508603166606,0.24165045498942195,0.5334926896304221,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
freshly served tea,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.240036700664342,cold,0.0,False,False,-4.401640892028809,-5.159239768981934,-6.009300231933594,-5.2021284103393555,0.757598876953125,0.9291030322169989,temp-v1_2-p045-freshly_served_tea-vs-freezer_air,cold,0.0,warm_cold,0.47208631662219513,0.22130967523848655,0.09458534069987548,0.2120186674394429,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.780299162041727,hot,3.0,False,False,-5.699848175048828,-6.637941360473633,-6.040532112121582,-3.756946325302124,-2.283585786819458,1.8150013157447564,temp-v1_2-p045-freshly_served_tea-vs-freezer_air,warm,2.0,warm_cold,0.11011238406116233,0.04309505822132406,0.07832114208840524,0.7684714156291083,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
heated oven air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2720451349056154,cold,0.0,False,False,-3.8900084495544434,-4.0787577629089355,-4.990255832672119,-4.970228672027588,0.1887493133544922,1.0020390491071356,temp-v1_2-p045-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.3999514391378532,0.3311574109872257,0.13309933837006754,0.13579181150485362,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.780299162041727,hot,3.0,False,False,-5.699848175048828,-6.637941360473633,-6.040532112121582,-3.756946325302124,-2.283585786819458,1.8150013157447564,temp-v1_2-p045-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.11011238406116233,0.04309505822132406,0.07832114208840524,0.7684714156291083,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
swimming-pool water,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1554292415340373,warm,2.0,False,False,-7.142475128173828,-7.9710798263549805,-6.152570724487305,-5.891382217407227,0.2611885070800781,2.0333673472635487,temp-v1_2-p045-swimming_pool_water-vs-room_air,warm,2.0,warm_cold,0.13120268878527874,0.05729072091259707,0.35306344574670345,0.45844314455542073,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
swimming-pool water,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.157963085446332,hot,3.0,False,False,-6.792635917663574,-6.239021301269531,-4.854156494140625,-5.26405143737793,0.4098949432373047,2.22439117719837,temp-v1_2-p045-swimming_pool_water-vs-room_air,hot,3.0,warm_cold,0.06993324174966498,0.12165093000228203,0.4859085906999822,0.3225072375480707,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
room air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.157963085446332,hot,3.0,False,False,-6.792635917663574,-6.239021301269531,-4.854156494140625,-5.26405143737793,0.4098949432373047,2.22439117719837,temp-v1_2-p045-room_air-vs-bath_water,hot,3.0,warm_cold,0.06993324174966498,0.12165093000228203,0.4859085906999822,0.3225072375480707,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
room air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1650767791748189,warm,2.0,False,False,-6.62782621383667,-7.042892932891846,-6.048801898956299,-5.2568488121032715,0.7919530868530273,1.8813618302607762,temp-v1_2-p045-room_air-vs-bath_water,warm,2.0,warm_cold,0.13543176934849,0.08942508603166606,0.24165045498942195,0.5334926896304221,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
freshly served tea,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.240036700664342,cold,0.0,False,False,-4.401640892028809,-5.159239768981934,-6.009300231933594,-5.2021284103393555,0.757598876953125,0.9291030322169989,temp-v1_2-p045-freshly_served_tea-vs-room_air,cold,0.0,warm_cold,0.47208631662219513,0.22130967523848655,0.09458534069987548,0.2120186674394429,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
freshly served tea,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.157963085446332,hot,3.0,False,False,-6.792635917663574,-6.239021301269531,-4.854156494140625,-5.26405143737793,0.4098949432373047,2.22439117719837,temp-v1_2-p045-freshly_served_tea-vs-room_air,hot,3.0,warm_cold,0.06993324174966498,0.12165093000228203,0.4859085906999822,0.3225072375480707,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
heated oven air,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2720451349056154,cold,0.0,False,False,-3.8900084495544434,-4.0787577629089355,-4.990255832672119,-4.970228672027588,0.1887493133544922,1.0020390491071356,temp-v1_2-p045-heated_oven_air-vs-room_air,cold,0.0,warm_cold,0.3999514391378532,0.3311574109872257,0.13309933837006754,0.13579181150485362,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
heated oven air,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.157963085446332,hot,3.0,False,False,-6.792635917663574,-6.239021301269531,-4.854156494140625,-5.26405143737793,0.4098949432373047,2.22439117719837,temp-v1_2-p045-heated_oven_air-vs-room_air,hot,3.0,warm_cold,0.06993324174966498,0.12165093000228203,0.4859085906999822,0.3225072375480707,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
swimming-pool water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1554292415340373,warm,2.0,False,False,-7.142475128173828,-7.9710798263549805,-6.152570724487305,-5.891382217407227,0.2611885070800781,2.0333673472635487,temp-v1_2-p045-swimming_pool_water-vs-freshly_served_tea,warm,2.0,warm_cold,0.13120268878527874,0.05729072091259707,0.35306344574670345,0.45844314455542073,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
swimming-pool water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.240036700664342,cold,0.0,False,False,-4.401640892028809,-5.159239768981934,-6.009300231933594,-5.2021284103393555,0.757598876953125,0.9291030322169989,temp-v1_2-p045-swimming_pool_water-vs-freshly_served_tea,cold,0.0,warm_cold,0.47208631662219513,0.22130967523848655,0.09458534069987548,0.2120186674394429,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
heated oven air,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2720451349056154,cold,0.0,False,False,-3.8900084495544434,-4.0787577629089355,-4.990255832672119,-4.970228672027588,0.1887493133544922,1.0020390491071356,temp-v1_2-p045-heated_oven_air-vs-swimming_pool_water,cold,0.0,warm_cold,0.3999514391378532,0.3311574109872257,0.13309933837006754,0.13579181150485362,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
heated oven air,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1554292415340373,warm,2.0,False,False,-7.142475128173828,-7.9710798263549805,-6.152570724487305,-5.891382217407227,0.2611885070800781,2.0333673472635487,temp-v1_2-p045-heated_oven_air-vs-swimming_pool_water,warm,2.0,warm_cold,0.13120268878527874,0.05729072091259707,0.35306344574670345,0.45844314455542073,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
bath water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1650767791748189,warm,2.0,False,False,-6.62782621383667,-7.042892932891846,-6.048801898956299,-5.2568488121032715,0.7919530868530273,1.8813618302607762,temp-v1_2-p045-bath_water-vs-freshly_served_tea,warm,2.0,warm_cold,0.13543176934849,0.08942508603166606,0.24165045498942195,0.5334926896304221,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
bath water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.240036700664342,cold,0.0,False,False,-4.401640892028809,-5.159239768981934,-6.009300231933594,-5.2021284103393555,0.757598876953125,0.9291030322169989,temp-v1_2-p045-bath_water-vs-freshly_served_tea,cold,0.0,warm_cold,0.47208631662219513,0.22130967523848655,0.09458534069987548,0.2120186674394429,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
bath water,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1650767791748189,warm,2.0,False,False,-6.62782621383667,-7.042892932891846,-6.048801898956299,-5.2568488121032715,0.7919530868530273,1.8813618302607762,temp-v1_2-p045-bath_water-vs-heated_oven_air,warm,2.0,warm_cold,0.13543176934849,0.08942508603166606,0.24165045498942195,0.5334926896304221,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
bath water,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2720451349056154,cold,0.0,False,False,-3.8900084495544434,-4.0787577629089355,-4.990255832672119,-4.970228672027588,0.1887493133544922,1.0020390491071356,temp-v1_2-p045-bath_water-vs-heated_oven_air,cold,0.0,warm_cold,0.3999514391378532,0.3311574109872257,0.13309933837006754,0.13579181150485362,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,45 degrees Celsius,gradable_scalar,celsius,45
freezer air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.6625617031793387,hot,3.0,False,False,-5.88460111618042,-6.560215473175049,-6.316605091094971,-3.600742816925049,-2.715862274169922,1.8446746283836701,temp-v1_2-p055-freezer_air-vs-bath_water,warm,2.0,warm_cold,0.08352456881187983,0.04250095170977852,0.054224717717208375,0.8197497617611332,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
freezer air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1927729938675278,warm,2.0,False,False,-6.705142021179199,-6.740222930908203,-6.165341377258301,-5.2913970947265625,0.8739442825317383,1.839607309887378,temp-v1_2-p055-freezer_air-vs-bath_water,warm,2.0,warm_cold,0.128328268952897,0.12390444607914641,0.22016829387231843,0.5275989910956381,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.6625617031793387,hot,3.0,False,False,-5.88460111618042,-6.560215473175049,-6.316605091094971,-3.600742816925049,-2.715862274169922,1.8446746283836701,temp-v1_2-p055-freezer_air-vs-freshly_served_tea,warm,2.0,warm_cold,0.08352456881187983,0.04250095170977852,0.054224717717208375,0.8197497617611332,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
freezer air,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1250807676326624,cold,0.0,False,False,-4.681800842285156,-4.8744001388549805,-6.911144256591797,-6.04179573059082,0.19259929656982422,0.7587382116536917,temp-v1_2-p055-freezer_air-vs-freshly_served_tea,cold,0.0,warm_cold,0.45681425222831507,0.3767860657161009,0.049152781826422874,0.11724690022916101,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
heated oven air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2120168837654108,cold,0.0,False,False,-3.8676419258117676,-4.1223626136779785,-5.380777835845947,-5.140500545501709,0.25472068786621094,0.8771487621117307,temp-v1_2-p055-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.4394867876974474,0.34066069980250013,0.09678303730912556,0.12306947519092692,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.6625617031793387,hot,3.0,False,False,-5.88460111618042,-6.560215473175049,-6.316605091094971,-3.600742816925049,-2.715862274169922,1.8446746283836701,temp-v1_2-p055-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.08352456881187983,0.04250095170977852,0.054224717717208375,0.8197497617611332,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2342839856191503,hot,3.0,False,False,-6.717792987823486,-5.80325174331665,-5.282773494720459,-4.979019641876221,-0.3037538528442383,1.9778941050920071,temp-v1_2-p055-room_air-vs-bath_water,warm,2.0,warm_cold,0.07470650047748163,0.1864397916482908,0.3137468976952611,0.42510681017896657,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 55 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
room air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1927729938675278,warm,2.0,False,False,-6.705142021179199,-6.740222930908203,-6.165341377258301,-5.2913970947265625,0.8739442825317383,1.839607309887378,temp-v1_2-p055-room_air-vs-bath_water,warm,2.0,warm_cold,0.128328268952897,0.12390444607914641,0.22016829387231843,0.5275989910956381,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,55 degrees Celsius,gradable_scalar,celsius,55
